open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-08-19 16:30:00+00:00,177.89,178.5,176.74,177.16,112311.039,2025-08-19 16:59:59.999000+00:00,19936189.57553,101727,51165.118,9085159.0111
2025-08-19 17:00:00+00:00,177.16,178.5,176.34,178.43,109148.243,2025-08-19 17:29:59.999000+00:00,19379507.95016,89602,52256.87,9281664.76775
2025-08-19 17:30:00+00:00,178.43,178.74,177.56,178.13,31489.407,2025-08-19 17:59:59.999000+00:00,5609860.12951,39801,17371.178,3094488.16954
2025-08-19 18:00:00+00:00,178.12,178.78,177.65,178.23,55076.723,2025-08-19 18:29:59.999000+00:00,9817769.50123,43553,29794.468,5312268.31139
2025-08-19 18:30:00+00:00,178.22,178.72,175.85,176.71,128569.384,2025-08-19 18:59:59.999000+00:00,22718590.12743,78357,59229.338,10467220.45681
2025-08-19 19:00:00+00:00,176.71,178.29,175.69,178.05,83493.326,2025-08-19 19:29:59.999000+00:00,14745721.92025,75883,42823.519,7566522.01623
2025-08-19 19:30:00+00:00,178.05,178.22,176.61,176.74,48832.612,2025-08-19 19:59:59.999000+00:00,8674063.76812,52936,26402.673,4690343.32544
2025-08-19 20:00:00+00:00,176.75,177.64,175.93,177.29,44254.118,2025-08-19 20:29:59.999000+00:00,7818924.72689,40755,22926.176,4052634.73493
2025-08-19 20:30:00+00:00,177.3,178.66,177.29,178.65,29127.591,2025-08-19 20:59:59.999000+00:00,5187934.29457,21022,17825.466,3174787.01714
2025-08-19 21:00:00+00:00,178.65,179.26,178.22,178.87,43580.003,2025-08-19 21:29:59.999000+00:00,7786343.1805,26032,19672.415,3515897.87853
2025-08-19 21:30:00+00:00,178.86,179.2,178.62,179.09,23431.529,2025-08-19 21:59:59.999000+00:00,4194117.93551,17504,11246.54,2012995.42558
2025-08-19 22:00:00+00:00,179.08,179.08,177.86,178.79,65434.22,2025-08-19 22:29:59.999000+00:00,11675994.67963,47061,39611.497,7068395.10701
2025-08-19 22:30:00+00:00,178.79,179.54,178.65,179.09,44480.514,2025-08-19 22:59:59.999000+00:00,7965231.94184,34854,26877.908,4812889.96766
2025-08-19 23:00:00+00:00,179.09,179.34,177.53,177.66,44722.388,2025-08-19 23:29:59.999000+00:00,7976549.72267,40822,16396.358,2924007.39465
2025-08-19 23:30:00+00:00,177.67,178.14,175.88,176.22,82075.705,2025-08-19 23:59:59.999000+00:00,14515389.1927,68243,34187.97,6047684.66834
2025-08-20 00:00:00+00:00,176.22,177.54,176.04,176.52,49227.27,2025-08-20 00:29:59.999000+00:00,8708274.52097,63103,28463.377,5035792.51594
2025-08-20 00:30:00+00:00,176.52,178.58,176.43,178.15,60080.775,2025-08-20 00:59:59.999000+00:00,10685915.10231,48810,33308.386,5924892.54163
2025-08-20 01:00:00+00:00,178.15,179.14,177.53,177.94,42035.69,2025-08-20 01:29:59.999000+00:00,7496139.07453,48939,21360.839,3810064.01976
2025-08-20 01:30:00+00:00,177.94,179.78,177.0,179.55,81564.62,2025-08-20 01:59:59.999000+00:00,14546091.2527,69305,38640.218,6895937.88203
2025-08-20 02:00:00+00:00,179.56,180.93,179.2,180.91,62220.315,2025-08-20 02:29:59.999000+00:00,11214473.61858,54894,41735.85,7522371.78484
2025-08-20 02:30:00+00:00,180.92,181.34,180.53,180.79,69660.302,2025-08-20 02:59:59.999000+00:00,12607930.41213,48777,32741.605,5926830.87712
2025-08-20 03:00:00+00:00,180.79,181.29,180.06,181.19,37639.896,2025-08-20 03:29:59.999000+00:00,6800188.05613,41883,20479.491,3701553.71511
2025-08-20 03:30:00+00:00,181.19,181.5,180.32,180.49,44575.456,2025-08-20 03:59:59.999000+00:00,8066015.11661,35585,29062.17,5260997.6793
2025-08-20 04:00:00+00:00,180.49,181.4,180.44,181.37,55920.514,2025-08-20 04:29:59.999000+00:00,10121556.91242,28676,43166.6,7812603.60153
2025-08-20 04:30:00+00:00,181.37,181.7,180.34,180.59,79880.713,2025-08-20 04:59:59.999000+00:00,14448237.81955,37540,53428.489,9662716.10716
2025-08-20 05:00:00+00:00,180.59,180.66,179.83,180.12,56241.548,2025-08-20 05:29:59.999000+00:00,10136421.92833,31105,32681.647,5890914.07899
2025-08-20 05:30:00+00:00,180.12,181.13,180.03,181.07,41102.33,2025-08-20 05:59:59.999000+00:00,7425786.20769,27839,28172.327,5089729.75114
2025-08-20 06:00:00+00:00,181.06,181.28,180.15,180.45,26955.593,2025-08-20 06:29:59.999000+00:00,4870989.16836,29086,12850.68,2321769.94673
2025-08-20 06:30:00+00:00,180.45,181.22,180.38,181.02,24529.212,2025-08-20 06:59:59.999000+00:00,4435310.19986,23690,15403.866,2785332.54433
2025-08-20 07:00:00+00:00,181.02,181.64,180.93,181.19,45369.42,2025-08-20 07:29:59.999000+00:00,8225726.07141,29543,22063.741,4000384.50146
2025-08-20 07:30:00+00:00,181.2,181.24,180.38,180.53,30925.606,2025-08-20 07:59:59.999000+00:00,5592598.44055,27239,18019.888,3259112.31225
2025-08-20 08:00:00+00:00,180.53,181.43,180.28,181.41,36176.705,2025-08-20 08:29:59.999000+00:00,6543757.65864,29883,19372.992,3503824.0125
